0.02,90.16,87.56
0.03,90.02,91.32
0.05,89.99,90.13
0.07,89.92,91.30
0.08,89.96,85.40
0.10,89.96,83.94
0.12,89.96,76.26
0.13,90.06,80.18
0.15,89.96,85.75
0.17,90.02,77.51
0.18,90.02,76.05
0.20,90.06,82.59
0.22,90.09,91.19
0.23,90.02,96.47
0.25,89.99,90.83
0.27,90.02,99.42
0.28,90.20,94.50
0.30,90.20,82.67
0.32,90.30,90.70
0.33,90.27,95.70
0.35,90.51,81.92
0.37,90.47,86.91
0.38,90.58,86.65
0.40,90.37,99.22
0.42,90.51,86.27
0.43,90.61,92.21
0.45,90.65,94.56
0.47,90.78,87.81
0.48,90.99,80.49
0.50,90.85,88.35
0.52,90.92,82.15
0.53,91.06,93.98
0.55,90.99,103.36
0.57,91.16,94.23
0.58,91.13,97.11
0.60,91.23,88.51
0.62,91.34,79.92
0.63,91.40,84.03
0.65,91.61,74.61
0.67,91.51,88.38
0.68,91.58,86.26
0.70,91.40,100.56
0.72,91.65,86.71
0.73,91.82,81.69
0.75,91.72,97.50
0.77,91.82,97.17
0.78,91.85,91.17
0.80,91.96,90.82
0.82,91.96,78.89
0.83,92.16,90.13
0.85,92.20,82.05
0.87,92.23,92.58
0.88,92.13,95.95
0.90,92.41,79.71
0.92,92.34,80.73
0.93,92.51,75.65
0.95,92.34,98.21
0.97,92.51,84.85
0.98,92.65,80.04
1.00,92.75,77.60
1.02,92.65,85.07
1.03,92.72,82.90
1.05,92.79,91.06
1.07,92.92,86.23
1.08,92.92,99.08
1.10,92.99,88.60
1.12,93.13,81.70
1.13,93.16,88.05
1.15,93.10,97.30
1.17,93.13,91.22
1.18,93.27,90.52
1.20,93.34,86.22
1.22,93.41,84.01
1.23,93.30,97.65
1.25,93.41,93.08
1.27,93.54,82.01
1.28,93.68,75.06
1.30,93.58,88.71
1.32,93.61,95.04
1.33,93.86,85.20
1.35,93.96,84.73
1.37,93.82,94.49
1.38,94.03,76.61
1.40,94.13,88.57
1.42,94.10,91.28
1.43,94.03,94.25
1.45,94.13,91.70
1.47,94.20,93.56
1.48,94.24,85.35
1.50,94.37,74.23
1.52,94.37,82.86
1.53,94.41,93.28
1.55,94.48,84.77
1.57,94.58,86.34
1.58,94.65,75.75
1.60,94.65,88.51
1.62,94.62,93.24
1.63,94.72,80.31
1.65,94.86,87.80
1.67,94.79,92.81
1.68,94.89,83.99
1.70,95.00,85.53
1.72,94.96,88.19
1.73,94.93,92.92
1.75,95.00,90.59
1.77,95.20,80.93
1.78,95.27,84.80
1.80,95.17,90.07
1.82,95.20,90.08
1.83,95.31,89.54
1.85,95.34,85.39
1.87,95.41,95.48
1.88,95.34,88.02
1.90,95.48,80.97
1.92,95.51,87.18
1.93,95.69,73.62
1.95,95.48,98.35
1.97,95.65,95.16
1.98,95.79,81.86
2.00,95.76,92.74
2.02,95.86,75.61
2.03,95.86,88.29
2.05,96.03,76.77
2.07,95.93,92.37
2.08,96.03,91.76
2.10,96.00,77.77
2.12,96.07,79.54
2.13,96.17,81.01
2.15,96.07,96.58
2.17,96.17,83.55
2.18,96.24,97.73
2.20,96.17,90.21
2.22,96.34,82.82
2.23,96.34,91.34
2.25,96.31,93.91
2.27,96.41,87.08
2.28,96.52,80.23
2.30,96.55,86.38
2.32,96.58,86.32
2.33,96.58,94.82
2.35,96.83,68.17
2.37,96.86,70.17
2.38,96.65,94.85
2.40,96.79,77.34
2.42,97.00,67.58
2.43,96.76,88.37
2.45,96.79,86.21
2.47,97.10,67.30
2.48,97.07,74.00
2.50,97.10,84.25
2.52,96.96,93.83
2.53,97.10,82.53
2.55,97.00,98.06
2.57,97.24,65.17
2.58,97.14,86.92
2.60,97.28,77.68
2.62,97.28,84.07
2.63,97.28,84.23
2.65,97.45,78.84
2.67,97.35,86.06
2.68,97.41,89.81
2.70,97.48,89.40
2.72,97.45,75.30
2.73,97.52,81.13
2.75,97.66,76.02
2.77,97.66,76.16
2.78,97.76,79.61
2.80,97.76,75.60
2.82,97.55,94.00
2.83,97.59,87.63
2.85,97.86,77.26
2.87,97.73,93.03
2.88,97.83,77.80
2.90,97.90,77.36
2.92,98.00,76.65
2.93,98.00,72.63
2.95,97.93,89.91
2.97,98.00,87.39
2.98,98.07,72.43
3.00,98.07,82.92
3.02,98.28,62.70
3.03,98.21,73.74
3.05,98.17,76.21
3.07,98.21,86.40
3.08,98.24,79.99
3.10,98.31,71.26
3.12,98.35,75.22
3.13,98.28,86.25
3.15,98.52,65.73
3.17,98.45,78.82
3.18,98.49,70.36
3.20,98.56,69.89
3.22,98.56,69.98
3.23,98.38,85.97
3.25,98.56,76.38
3.27,98.59,67.89
3.28,98.52,70.61
3.30,98.76,66.68
3.32,98.66,73.82
3.33,98.73,75.41
3.35,98.73,77.57
3.37,98.80,68.78
3.38,98.76,71.21
3.40,98.76,81.66
3.42,98.87,68.45
3.43,98.80,83.59
3.45,98.90,66.24
3.47,98.83,87.60
3.48,98.97,65.82
3.50,99.01,67.67
3.52,98.90,74.80
3.53,98.97,70.16
3.55,99.01,76.16
3.57,99.11,77.46
3.58,99.11,75.43
3.60,99.07,69.55
3.62,99.14,69.05
3.63,99.04,74.08
3.65,99.01,82.71
3.67,99.25,68.38
3.68,99.32,72.01
3.70,99.18,66.94
3.72,99.28,76.53
3.73,99.21,75.06
3.75,99.28,66.25
3.77,99.32,74.32
3.78,99.45,62.86
3.80,99.32,70.25
3.82,99.39,71.80
3.83,99.45,69.20
3.85,99.28,78.93
3.87,99.49,69.01
3.88,99.45,69.31
3.90,99.49,81.51
3.92,99.63,57.61
3.93,99.63,63.87
3.95,99.52,75.09
3.97,99.56,72.77
3.98,99.49,77.50
4.00,99.66,69.91
4.02,99.56,64.55
4.03,99.66,63.73
4.05,99.56,68.75
4.07,99.73,69.45
4.08,99.73,59.09
4.10,99.80,62.70
4.12,99.73,67.44
4.13,99.77,69.24
4.15,99.84,62.47
4.17,99.84,58.34
4.18,99.90,64.01
4.20,99.80,64.85
4.22,99.77,69.30
4.23,99.80,71.11
4.25,99.77,77.63
4.27,100.08,52.30
4.28,100.01,61.16
4.30,99.97,67.67
4.32,100.01,63.23
4.33,99.77,83.88
4.35,100.04,60.90
4.37,100.08,56.47
4.38,100.04,67.12
4.40,100.08,68.92
4.42,99.94,72.11
4.43,100.11,66.56
4.45,100.04,65.04
4.47,100.08,52.30
4.48,100.15,57.98
4.50,99.97,75.97
4.52,100.04,65.04
4.53,100.08,77.20
4.55,100.15,66.26
4.57,100.15,72.47
4.58,100.08,81.31
4.60,100.18,68.02
4.62,100.11,72.72
4.63,100.25,59.14
4.65,100.08,77.12
4.67,100.11,78.90
4.68,100.18,70.03
4.70,100.28,73.35
4.72,100.18,67.93
4.73,100.15,72.35
4.75,100.32,56.42
4.77,100.22,67.60
4.78,100.25,67.31
4.80,100.32,66.75
4.82,100.35,66.45
4.83,100.28,64.91
4.85,100.35,66.41
4.87,100.32,66.67
4.88,100.39,66.08
4.90,100.39,55.68
4.92,100.39,61.89
4.93,100.35,66.30
4.95,100.42,61.58
4.97,100.56,45.89
4.98,100.32,78.96
5.00,100.35,72.43
5.02,100.39,70.05
5.03,100.32,70.58
5.05,100.46,63.21
5.07,100.42,69.69
5.08,100.49,46.28
5.10,100.42,61.35
5.12,100.46,61.03
5.13,100.49,58.65
5.15,100.46,69.28
5.17,100.42,65.39
5.18,100.46,63.00
5.20,100.49,60.61
5.22,100.56,53.80
5.23,100.42,75.65
5.25,100.60,57.61
5.27,100.53,62.29
5.28,100.53,68.49
5.30,100.56,68.17
5.32,100.63,55.13
5.33,100.60,59.52
5.35,100.49,66.54
5.37,100.60,67.75
5.38,100.56,65.92
5.40,100.63,61.18
5.42,100.60,59.34
5.43,100.39,75.51
5.45,100.67,52.49
5.47,100.70,52.17
5.48,100.60,61.28
5.50,100.67,52.38
5.52,100.67,60.65
5.53,100.84,48.84
5.55,100.56,65.55
5.57,100.60,59.01
5.58,100.77,63.80
5.60,100.70,66.39
5.62,100.56,71.61
5.63,100.67,47.91
5.65,100.67,68.63
5.67,100.70,57.93
5.68,100.77,53.18
5.70,100.77,51.06
5.72,100.56,67.22
5.73,100.67,66.35
5.75,100.63,64.52
5.77,100.63,62.40
5.78,100.73,55.30
5.80,100.63,60.24
5.82,100.77,50.78
5.83,100.70,61.67
5.85,100.60,74.91
5.87,100.91,49.55
5.88,100.56,70.95
5.90,100.60,62.33
5.92,100.80,48.16
5.93,100.60,64.33
5.95,100.70,61.37
5.97,100.80,41.81
5.98,100.70,55.06
6.00,100.80,50.04
6.02,100.87,43.21
6.03,100.80,52.03
6.05,101.01,44.10
6.07,100.84,57.88
6.08,100.70,67.24
6.10,100.80,55.98
6.12,100.84,57.73
6.13,100.77,62.39
6.15,100.73,50.18
6.17,100.84,57.60
6.18,100.73,56.32
6.20,100.73,66.64
6.22,100.63,69.51
6.23,100.77,62.12
6.25,100.84,63.59
6.27,100.87,52.88
6.28,100.73,56.03
6.30,100.63,69.27
6.32,100.84,57.17
6.33,100.70,72.76
6.35,100.98,53.88
6.37,100.73,59.93
6.38,100.77,63.75
6.40,100.77,67.85
6.42,100.77,57.43
6.43,100.77,53.24
6.45,100.73,63.84
6.47,100.87,44.00
6.48,100.77,55.17
6.50,100.73,63.70
6.52,100.73,67.80
6.53,100.94,55.71
6.55,100.80,52.61
6.57,100.73,63.51
6.58,100.80,52.51
6.60,100.73,65.49
6.62,100.91,45.37
6.63,100.80,54.45
6.65,100.73,61.20
6.67,100.77,56.72
6.68,100.77,58.75
6.70,100.77,54.54
6.72,100.63,72.22
6.73,100.87,55.70
6.75,100.70,69.48
6.77,100.84,62.10
6.78,100.87,45.17
6.80,100.67,65.47
6.82,100.77,54.21
6.83,100.73,64.83
6.85,100.94,50.65
6.87,100.87,57.37
6.88,100.80,64.10
6.90,100.77,64.33
6.92,100.98,50.15
6.93,100.80,53.57
6.95,100.87,52.96
6.97,100.87,50.84
6.98,100.63,69.35
7.00,100.70,58.36
7.02,100.94,39.78
7.03,100.67,60.62
7.05,100.77,68.05
7.07,100.91,54.43
7.08,100.70,60.20
7.10,101.05,42.84
7.12,100.87,56.62
7.13,100.94,43.57
7.15,100.77,59.43
7.17,100.80,54.96
7.18,100.91,47.86
7.20,100.70,59.84
7.22,100.84,42.08
7.23,100.70,59.75
7.25,100.70,61.79
7.27,100.80,60.89
7.28,100.84,60.58
7.30,100.67,57.77
7.32,100.91,51.63
7.33,100.94,49.22
7.35,100.70,59.41
7.37,100.73,61.17
7.38,100.87,47.55
7.40,100.77,52.49
7.42,100.80,50.08
7.43,100.98,38.27
7.45,100.80,52.06
7.47,100.73,58.81
7.48,100.80,54.05
7.50,100.91,46.95
7.52,100.84,47.45
7.53,100.84,41.17
7.55,100.60,74.20
7.57,100.91,44.69
7.58,100.60,61.66
7.60,100.73,56.36
7.62,100.73,58.40
7.63,100.77,55.99
7.65,100.77,53.87
7.67,100.87,48.84
7.68,100.73,60.27
7.70,100.70,50.12
7.72,100.73,62.27
7.73,100.73,55.99
7.75,100.73,62.17
7.77,100.77,49.39
7.78,100.91,39.94
7.80,100.67,52.21
7.82,100.67,58.39
7.83,100.67,58.35
7.85,100.73,61.91
7.87,100.73,49.41
7.88,100.60,60.85
7.90,100.70,62.05
7.92,100.67,58.13
7.93,100.70,59.89
